parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.053626367066970722,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.026813183533485361,1,false,"accepted_initial_partition_breakpoint"
R.0.0,2,adaptive_refinement,1,0.01340659176674268,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1,2,adaptive_refinement,1,0.040219775300228043,1,false,"accepted_unconditional_adaptive_midpoint"
R.1,1,initial_partition,1,0.080439550600456086,1,false,"accepted_initial_partition_breakpoint"
R.0.0.0,3,adaptive_refinement,1,0.0067032958833713402,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1,3,adaptive_refinement,1,0.020109887650114022,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0,4,adaptive_refinement,1,0.0033516479416856701,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1,4,adaptive_refinement,1,0.010054943825057011,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1,5,adaptive_refinement,1,0.0050274719125285054,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1,6,adaptive_refinement,1,0.0058653838979499228,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0,6,adaptive_refinement,1,0.004189559927107088,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1,7,adaptive_refinement,1,0.0046085159198177971,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.1,8,adaptive_refinement,1,0.0048179939161731508,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0,8,adaptive_refinement,1,0.0043990379234624425,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0.0,9,adaptive_refinement,1,0.0042942989252847657,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0.1,9,adaptive_refinement,1,0.0045037769216401194,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.0,9,adaptive_refinement,1,0.004713254917995474,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.1,9,adaptive_refinement,1,0.0049227329143508285,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0,7,adaptive_refinement,1,0.0054464279052392137,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1,7,adaptive_refinement,1,0.0062843398906606319,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0,8,adaptive_refinement,1,0.00523694990888386,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.1,9,adaptive_refinement,1,0.0053416889070615368,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.0,9,adaptive_refinement,1,0.0051322109107061822,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1,8,adaptive_refinement,1,0.0056559059015945682,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.0,9,adaptive_refinement,1,0.0055511669034168914,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.1,9,adaptive_refinement,1,0.0057606448997722451,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.1,8,adaptive_refinement,1,0.0064938178870159857,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1.0,8,adaptive_refinement,1,0.0060748618943052774,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1.0.0,9,adaptive_refinement,1,0.0059701228961276005,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.0.1,9,adaptive_refinement,1,0.0061796008924829542,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.1.0,9,adaptive_refinement,1,0.0063890788888383088,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1.1.1,9,adaptive_refinement,1,0.0065985568851936634,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1,5,adaptive_refinement,1,0.011730767795899846,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0,5,adaptive_refinement,1,0.0083791198542141759,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1,6,adaptive_refinement,1,0.0092170318396355942,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0,6,adaptive_refinement,1,0.0075412078687927576,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0,7,adaptive_refinement,1,0.0071222518760820485,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.0,8,adaptive_refinement,1,0.0069127738797266948,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.0.1,9,adaptive_refinement,1,0.0070175128779043717,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.0.0,9,adaptive_refinement,1,0.0068080348815490171,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.1,8,adaptive_refinement,1,0.0073317298724374031,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1,7,adaptive_refinement,1,0.0079601638615034668,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.1.0,9,adaptive_refinement,1,0.0072269908742597262,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.1.1,9,adaptive_refinement,1,0.0074364688706150799,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.0,8,adaptive_refinement,1,0.0077506858651481122,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1.0.0,9,adaptive_refinement,1,0.0076459468669704354,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.0.1,9,adaptive_refinement,1,0.0078554248633257891,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1.1,8,adaptive_refinement,1,0.0081696418578588205,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.1.0,9,adaptive_refinement,1,0.0080649028596811445,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1.1.1,9,adaptive_refinement,1,0.0082743808560364982,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1,7,adaptive_refinement,1,0.0096359878323463016,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0,7,adaptive_refinement,1,0.0087980758469248851,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.0,8,adaptive_refinement,1,0.0085885978505695314,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.0.1,9,adaptive_refinement,1,0.0086933368487472074,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.0.0,9,adaptive_refinement,1,0.0084838588523918537,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.1,8,adaptive_refinement,1,0.0090075538432802388,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.1.0,9,adaptive_refinement,1,0.0089028148451025628,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.1.1,9,adaptive_refinement,1,0.0091122928414579165,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.0,8,adaptive_refinement,1,0.0094265098359909479,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.1.1,8,adaptive_refinement,1,0.0098454658287016571,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.1.0.0,9,adaptive_refinement,1,0.0093217708378132702,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.0.1,9,adaptive_refinement,1,0.0095312488341686256,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.1.1,9,adaptive_refinement,1,0.0099502048268793331,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.1.1.0,9,adaptive_refinement,1,0.0097407268305239793,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.0.1.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.0.1.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0,6,adaptive_refinement,1,0.010892855810478427,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0,7,adaptive_refinement,1,0.01047389981776772,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.1,8,adaptive_refinement,1,0.010683377814123074,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.0,8,adaptive_refinement,1,0.010264421821412364,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.0.0,9,adaptive_refinement,1,0.010159682823234688,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.0.1,9,adaptive_refinement,1,0.010369160819590042,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1,7,adaptive_refinement,1,0.011311811803189136,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1,6,adaptive_refinement,1,0.012568679781321264,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.1.0,9,adaptive_refinement,1,0.010578638815945396,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.1.1,9,adaptive_refinement,1,0.010788116812300751,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.0,8,adaptive_refinement,1,0.011102333806833783,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1.1,8,adaptive_refinement,1,0.01152128979954449,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1.0.1,9,adaptive_refinement,1,0.011207072805011459,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1.0.0,9,adaptive_refinement,1,0.010997594808656105,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.1.0,9,adaptive_refinement,1,0.011416550801366814,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.1.1,9,adaptive_refinement,1,0.011626028797722168,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.1,7,adaptive_refinement,1,0.012987635774031971,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0,7,adaptive_refinement,1,0.012149723788610555,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.0,8,adaptive_refinement,1,0.011940245792255201,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.1,8,adaptive_refinement,1,0.012359201784965908,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.0.1,9,adaptive_refinement,1,0.012044984790432877,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.0.0,9,adaptive_refinement,1,0.011835506794077523,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.1.0,9,adaptive_refinement,1,0.012254462786788232,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.1.1,9,adaptive_refinement,1,0.012463940783143586,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.1.0,8,adaptive_refinement,1,0.012778157777676618,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.1.0.0,9,adaptive_refinement,1,0.01267341877949894,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.1.0.1,9,adaptive_refinement,1,0.012882896775854295,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.1.1,8,adaptive_refinement,1,0.013197113770387327,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1.1.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.1.1.1.1.1.1,9,adaptive_refinement,1,0.013301852768565003,1,false,"accepted_unconditional_adaptive_midpoint"
