instance,budget_seconds,plain_cplex__status,plain_cplex__objective,plain_cplex__lower_bound,plain_cplex__upper_bound,plain_cplex__gap,plain_cplex__certified_original_problem,plain_cplex__engineering_blocker,tailored_legacy_scheduler_static__status,tailored_legacy_scheduler_static__objective,tailored_legacy_scheduler_static__lower_bound,tailored_legacy_scheduler_static__upper_bound,tailored_legacy_scheduler_static__gap,tailored_legacy_scheduler_static__certified_original_problem,tailored_legacy_scheduler_static__engineering_blocker,tailored_controlling_scheduler_static__status,tailored_controlling_scheduler_static__objective,tailored_controlling_scheduler_static__lower_bound,tailored_controlling_scheduler_static__upper_bound,tailored_controlling_scheduler_static__gap,tailored_controlling_scheduler_static__certified_original_problem,tailored_controlling_scheduler_static__engineering_blocker,tailored_global_gini_tree__status,tailored_global_gini_tree__objective,tailored_global_gini_tree__lower_bound,tailored_global_gini_tree__upper_bound,tailored_global_gini_tree__gap,tailored_global_gini_tree__certified_original_problem,tailored_global_gini_tree__engineering_blocker,all_four_fresh,all_four_comparable
V12_M1,300,optimal,0.357200583208,0.357200583208,0.357200583208,0,True,,gcap_frontier_not_closed,0.357200583208,0.34856314104,0.357200583208,0.0241809296353,False,,optimal,0.357200583208,0.357200583208,0.357200583208,0,True,,optimal,0.357200583208,0.357200583208,0.357200583208,0,True,,True,True
V12_M2,300,not_certified,0.72439493548,0.62363611398,0.72439493548,0.139093768558,False,,optimal,0.718504070755,0.718504070755,0.718504070755,0,True,,gcap_frontier_not_closed,0.718504070755,0.666387,0.718504070755,0.0725355260691,False,,global_gini_tree_time_limit,0.718504070755,0.703613075391,0.718504070755,0.0207249979094,False,,True,True
tight_T_seed3101,300,not_certified,0.144197622615,0.01587455394,0.144197622615,0.889911125772,False,,optimal,0.107252734134,0.107252734134,0.107252734134,0,True,,gcap_frontier_not_closed,0.107252734134,0.031294,0.107252734134,0.70822189054,False,,global_gini_tree_time_limit,0.107252734134,0.0150576080861,0.107252734134,0.859606300877,False,,True,True
high_imbalance_seed3202,300,not_certified,2.84302481605,1.0668152803,2.84302481605,0.624760475435,False,,gcap_frontier_not_closed,1.74931345205,1.06421478404,1.74931345205,0.391638598107,False,,gcap_frontier_not_closed,1.74931345205,1.673126,1.74931345205,0.0435527732102,False,,global_gini_tree_time_limit,1.74931345205,1.61373075915,1.74931345205,0.0775062312232,False,,True,True
moderate_seed3301,300,not_certified,0.0602716026759,0.03787486711,0.0602716026759,0.371596814612,False,,gcap_frontier_not_closed,0.0491525526647,0.0122881381662,0.0491525526647,0.75,False,,gcap_frontier_not_closed,0.0491525526647,0.044528,0.0491525526647,0.0940857069273,False,,global_gini_tree_time_limit,0.0491525526647,0.045838195768,0.0491525526647,0.0674300055044,False,,True,True
moderate_seed3302,300,not_certified,0.213397988698,0.11449947571,0.213397988698,0.463446322018,False,,gcap_frontier_not_closed,0.195636206549,0.0305681572733,0.195636206549,0.84375,False,,gcap_frontier_not_closed,0.195636206549,0.122825,0.195636206549,0.372176540495,False,,global_gini_tree_time_limit,0.195636206549,0.139484771347,0.195636206549,0.287019648319,False,,True,True
high_imbalance_seed3201,300,not_certified,2.55478672027,1.9776534624,2.55478672027,0.225902715594,False,,gcap_frontier_not_closed,2.44340319194,1.74210803,2.44340319194,0.287015734552,False,,gcap_frontier_not_closed,2.44340319194,2.293179,2.44340319194,0.0614815403526,False,,global_gini_tree_time_limit,2.44340319194,2.28427988087,2.44340319194,0.0651236405014,False,,True,True
tight_T_seed3102,300,not_certified,0.619604815909,0.46585336809,0.619604815909,0.248144371817,False,,gcap_frontier_not_closed,0.600704436685,0.31574776659,0.600704436685,0.474370843117,False,,gcap_frontier_not_closed,0.600704436685,0.450528327514,0.600704436685,0.25,False,,global_gini_tree_time_limit,0.600704436685,0.507092992308,0.600704436685,0.155836112838,False,,True,True
V12_M1,900,optimal,0.357200583208,0.357200583208,0.357200583208,0,True,,gcap_frontier_not_closed,0.357200583208,0.353171916148,0.357200583208,0.0112784447991,False,,optimal,0.357200583208,0.357200583208,0.357200583208,0,True,,optimal,0.357200583208,0.357200583208,0.357200583208,0,True,,True,True
V12_M2,900,not_certified,0.718504070755,0.64535091583,0.718504070755,0.101813139135,False,,optimal,0.718504070755,0.718504070755,0.718504070755,0,True,,optimal,0.718504070755,0.718504070755,0.718504070755,0,True,,optimal,0.718504070755,0.718504070755,0.718504070755,0,True,,True,True
tight_T_seed3101,900,not_certified,0.132508494986,0.01860729809,0.132508494986,0.859576564567,False,,optimal,0.107252734134,0.107252734134,0.107252734134,0,True,,gcap_frontier_not_closed,0.107252734134,0.031507,0.107252734134,0.706235927182,False,,global_gini_tree_time_limit,0.107252734134,0.0167229253037,0.107252734134,0.844079263445,False,,True,True
high_imbalance_seed3202,900,not_certified,1.81932222004,1.13783483,1.81932222004,0.374583118114,False,,optimal,1.74931345205,1.74931345205,1.74931345205,0,True,,gcap_frontier_not_closed,1.74931345205,1.707011,1.74931345205,0.0241823167832,False,,global_gini_tree_time_limit,1.74931345205,1.6489829153,1.74931345205,0.0573542361059,False,,True,True
moderate_seed3301,900,not_certified,0.0496566123632,0.040436151271,0.0496566123632,0.18568445678,False,,not_executed,,,,,False,runner_emergency_timeout,gcap_frontier_not_closed,0.0491525526647,0.046648,0.0491525526647,0.0509546814756,False,,global_gini_tree_time_limit,0.0491525526647,0.046741716969,0.0491525526647,0.0490480262977,False,,False,False
moderate_seed3302,900,not_certified,0.217850996608,0.11962615467,0.217850996608,0.450880847311,False,,not_executed,,,,,False,runner_emergency_timeout,gcap_frontier_not_closed,0.195636206549,0.124548,0.195636206549,0.36336937729,False,,global_gini_tree_time_limit,0.195636206549,0.139491026946,0.195636206549,0.286987672649,False,,False,False
high_imbalance_seed3201,900,not_certified,2.45166472319,2.0390494263,2.45166472319,0.168300050567,False,,not_executed,,,,,False,runner_emergency_timeout,gcap_frontier_not_closed,2.44340319194,2.303605,2.44340319194,0.0572145409338,False,,global_gini_tree_time_limit,2.44340319194,2.28951780348,2.44340319194,0.0629799408355,False,,False,False
tight_T_seed3102,900,not_certified,0.607723053154,0.47826487534,0.607723053154,0.213021666929,False,,not_executed,,,,,False,runner_emergency_timeout,gcap_frontier_not_closed,0.600704436685,0.450528327514,0.600704436685,0.25,False,,global_gini_tree_time_limit,0.600704436685,0.523302852878,0.600704436685,0.128851360304,False,,False,False
