result_package,fresh_run,source_round,run_id,instance,variant,events,passed,paper_core_safe,reason
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__plain_cplex__1800s,high_imbalance_seed3201,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__plain_cplex__300s,high_imbalance_seed3201,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__plain_cplex__900s,high_imbalance_seed3201,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_callback_telemetry_only__1800s,high_imbalance_seed3201,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_callback_telemetry_only__300s,high_imbalance_seed3201,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_callback_telemetry_only__900s,high_imbalance_seed3201,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_cheap_cuts__1800s,high_imbalance_seed3201,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_cheap_cuts__300s,high_imbalance_seed3201,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_cheap_cuts__900s,high_imbalance_seed3201,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_full_static_baseline__1800s,high_imbalance_seed3201,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_full_static_baseline__300s,high_imbalance_seed3201,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_full_static_baseline__900s,high_imbalance_seed3201,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_route_cutset_callback__1800s,high_imbalance_seed3201,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_route_cutset_callback__300s,high_imbalance_seed3201,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_route_cutset_callback__900s,high_imbalance_seed3201,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_static_no_callback__1800s,high_imbalance_seed3201,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_static_no_callback__300s,high_imbalance_seed3201,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3201__tailored_static_no_callback__900s,high_imbalance_seed3201,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__1800s,high_imbalance_seed3202,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__900s,high_imbalance_seed3202,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_callback_telemetry_only__1800s,high_imbalance_seed3202,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_callback_telemetry_only__300s,high_imbalance_seed3202,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_callback_telemetry_only__900s,high_imbalance_seed3202,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_cheap_cuts__1800s,high_imbalance_seed3202,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_cheap_cuts__300s,high_imbalance_seed3202,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_cheap_cuts__900s,high_imbalance_seed3202,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_full_static_baseline__1800s,high_imbalance_seed3202,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_full_static_baseline__300s,high_imbalance_seed3202,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_full_static_baseline__900s,high_imbalance_seed3202,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_route_cutset_callback__1800s,high_imbalance_seed3202,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_route_cutset_callback__300s,high_imbalance_seed3202,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_route_cutset_callback__900s,high_imbalance_seed3202,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_static_no_callback__1800s,high_imbalance_seed3202,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_static_no_callback__300s,high_imbalance_seed3202,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__tailored_static_no_callback__900s,high_imbalance_seed3202,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__plain_cplex__1800s,moderate_seed3301,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__plain_cplex__300s,moderate_seed3301,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__plain_cplex__900s,moderate_seed3301,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__1800s,moderate_seed3301,tailored_callback_telemetry_only,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__300s,moderate_seed3301,tailored_callback_telemetry_only,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_callback_telemetry_only__900s,moderate_seed3301,tailored_callback_telemetry_only,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__1800s,moderate_seed3301,tailored_cheap_cuts,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__300s,moderate_seed3301,tailored_cheap_cuts,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_cheap_cuts__900s,moderate_seed3301,tailored_cheap_cuts,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_full_static_baseline__1800s,moderate_seed3301,tailored_full_static_baseline,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_full_static_baseline__300s,moderate_seed3301,tailored_full_static_baseline,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_full_static_baseline__900s,moderate_seed3301,tailored_full_static_baseline,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_route_cutset_callback__1800s,moderate_seed3301,tailored_route_cutset_callback,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_route_cutset_callback__300s,moderate_seed3301,tailored_route_cutset_callback,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_route_cutset_callback__900s,moderate_seed3301,tailored_route_cutset_callback,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_static_no_callback__1800s,moderate_seed3301,tailored_static_no_callback,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_static_no_callback__300s,moderate_seed3301,tailored_static_no_callback,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3301__tailored_static_no_callback__900s,moderate_seed3301,tailored_static_no_callback,2,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__plain_cplex__1800s,moderate_seed3302,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__plain_cplex__300s,moderate_seed3302,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__plain_cplex__900s,moderate_seed3302,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_callback_telemetry_only__1800s,moderate_seed3302,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_callback_telemetry_only__300s,moderate_seed3302,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_callback_telemetry_only__900s,moderate_seed3302,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_cheap_cuts__1800s,moderate_seed3302,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_cheap_cuts__300s,moderate_seed3302,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_cheap_cuts__900s,moderate_seed3302,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_full_static_baseline__1800s,moderate_seed3302,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_full_static_baseline__300s,moderate_seed3302,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_full_static_baseline__900s,moderate_seed3302,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_route_cutset_callback__1800s,moderate_seed3302,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_route_cutset_callback__300s,moderate_seed3302,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_route_cutset_callback__900s,moderate_seed3302,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
