result_package,fresh_run,source_round,run_id,instance,variant,events,passed,paper_core_safe,reason
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_static_no_callback__1800s,moderate_seed3302,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_static_no_callback__300s,moderate_seed3302,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__moderate_seed3302__tailored_static_no_callback__900s,moderate_seed3302,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__plain_cplex__1800s,tight_T_seed3101,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__plain_cplex__300s,tight_T_seed3101,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__plain_cplex__900s,tight_T_seed3101,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_callback_telemetry_only__1800s,tight_T_seed3101,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_callback_telemetry_only__300s,tight_T_seed3101,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_callback_telemetry_only__900s,tight_T_seed3101,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_cheap_cuts__1800s,tight_T_seed3101,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_cheap_cuts__300s,tight_T_seed3101,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_cheap_cuts__900s,tight_T_seed3101,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_full_static_baseline__1800s,tight_T_seed3101,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_full_static_baseline__300s,tight_T_seed3101,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_full_static_baseline__900s,tight_T_seed3101,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_route_cutset_callback__1800s,tight_T_seed3101,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_route_cutset_callback__300s,tight_T_seed3101,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_route_cutset_callback__900s,tight_T_seed3101,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_static_no_callback__1800s,tight_T_seed3101,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_static_no_callback__300s,tight_T_seed3101,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3101__tailored_static_no_callback__900s,tight_T_seed3101,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__plain_cplex__1800s,tight_T_seed3102,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__plain_cplex__300s,tight_T_seed3102,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__plain_cplex__900s,tight_T_seed3102,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_callback_telemetry_only__1800s,tight_T_seed3102,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_callback_telemetry_only__300s,tight_T_seed3102,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_callback_telemetry_only__900s,tight_T_seed3102,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_cheap_cuts__1800s,tight_T_seed3102,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_cheap_cuts__300s,tight_T_seed3102,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_cheap_cuts__900s,tight_T_seed3102,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_full_static_baseline__1800s,tight_T_seed3102,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_full_static_baseline__300s,tight_T_seed3102,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_full_static_baseline__900s,tight_T_seed3102,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_route_cutset_callback__1800s,tight_T_seed3102,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_route_cutset_callback__300s,tight_T_seed3102,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_route_cutset_callback__900s,tight_T_seed3102,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_static_no_callback__1800s,tight_T_seed3102,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_static_no_callback__300s,tight_T_seed3102,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__tight_T_seed3102__tailored_static_no_callback__900s,tight_T_seed3102,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__plain_cplex__1800s,V12_M1,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__plain_cplex__300s,V12_M1,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__plain_cplex__900s,V12_M1,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_callback_telemetry_only__1800s,V12_M1,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_callback_telemetry_only__300s,V12_M1,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_callback_telemetry_only__900s,V12_M1,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_cheap_cuts__1800s,V12_M1,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_cheap_cuts__300s,V12_M1,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_cheap_cuts__900s,V12_M1,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_full_static_baseline__1800s,V12_M1,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_full_static_baseline__300s,V12_M1,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_full_static_baseline__900s,V12_M1,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_route_cutset_callback__1800s,V12_M1,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_route_cutset_callback__300s,V12_M1,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_route_cutset_callback__900s,V12_M1,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_static_no_callback__1800s,V12_M1,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_static_no_callback__300s,V12_M1,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M1__tailored_static_no_callback__900s,V12_M1,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__plain_cplex__1800s,V12_M2,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__plain_cplex__300s,V12_M2,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__plain_cplex__900s,V12_M2,plain_cplex,0,True,True,plain benchmark incumbent is benchmark-only
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_callback_telemetry_only__1800s,V12_M2,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_callback_telemetry_only__300s,V12_M2,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_callback_telemetry_only__900s,V12_M2,tailored_callback_telemetry_only,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_cheap_cuts__1800s,V12_M2,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_cheap_cuts__300s,V12_M2,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_cheap_cuts__900s,V12_M2,tailored_cheap_cuts,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_full_static_baseline__1800s,V12_M2,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_full_static_baseline__300s,V12_M2,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_full_static_baseline__900s,V12_M2,tailored_full_static_baseline,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_route_cutset_callback__1800s,V12_M2,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_route_cutset_callback__300s,V12_M2,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_route_cutset_callback__900s,V12_M2,tailored_route_cutset_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_static_no_callback__1800s,V12_M2,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_static_no_callback__300s,V12_M2,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__V12_M2__tailored_static_no_callback__900s,V12_M2,tailored_static_no_callback,1,True,True,all accepted events are same-run verifier-gated
