file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
results\gf_tailored_bc_stability_round\raw\callback_vector_smoke.json,tailored-bc-relaxation-vector-smoke-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_stability_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_stability_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_14400s_vector_probe.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_feasible_improving_ub,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3201_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3201_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_30s_auto_oracle\interval_0.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3302_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3302_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3101_300s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3101_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_1200s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_error_noncertified,False,,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_300s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_error_noncertified,False,,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_13.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_15.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_18.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_21.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_300s_auto_oracle\interval_12.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_300s_auto_oracle\interval_13.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m2_300s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m2_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\option_consistency_test.json,option-consistency-test,custom,diagnostic_complete,False,True,unknown_not_paper,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_best_combined_paper_safe_30s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_callback_cheap_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_callback_cheap_cuts_30s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_callback_full_paced_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_callback_full_paced_30s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_callback_no_cuts_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_callback_no_cuts_30s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_plain_fixed_interval_mip_30s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_s_bucket_diagnostic_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_s_bucket_diagnostic_30s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_tailored_bc_stability_round\raw\regression_moderate_seed3302_hard_static_tailored_compact_bc_30s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
